Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2007,,
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2009,,
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2011,,
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2012,,
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2015,,
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2022,,
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Biogasoline,All types,2018,,
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Biogasoline,All types,2021,,
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2011,11.902,4.35
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2012,11.63,4.35
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2013,14.077,4.35
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2014,63.67,19
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2015,140.971,27
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2016,59.228,4
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2017,16.781,4.35
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2018,24.709,4.35
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2019,23.899,4.35
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2020,21.965,4.35
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2021,25.896,4.35
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2022,51.516,17.18
Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2023,,17.18
Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2016,9.461,2.7
Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2017,9.461,2.7
Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2018,13.928,5.25
Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2019,31.147,12.528
Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020,46.701,14.128
Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021,76.363,29.458
Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022,111.639,34.263
Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2023,,40.76
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2000,3664.363,1844.394
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2001,4665.463,1844.394
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2002,5367.463,1844.394
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2003,6795.463,1844.394
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2004,6966.949,2202.769
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2005,7661.064,2298
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2006,8403.446,2644
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2007,11094.8,3023
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2008,12139.383,3687
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2009,14058.212,4096
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2010,22364.256,6183
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2011,22240.056,7213
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2012,25065.507,8095
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2013,29871.173,9435
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2014,32557.198,9881
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2015,34023.988,10549.46
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2016,35235.702,10873.9
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2017,35655.565,11167.735
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2018,35435.238,11347.83
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2019,36827.316,11714.82
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020,38775.586,11913.77
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021,34341.934,12064.489
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022,32261.687,12277.601
Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2023,,12445.951
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2000,3006,718
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2001,3111,722.301
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2002,3515,730.903
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2003,3881,756.71
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2004,4219.534,769.855
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2005,4482,783
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2006,5198.9,785
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2007,5563,795
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2008,5453.443,970
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2009,6668.8,1146
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2010,7168.037,1241
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2011,7861.219,1245
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2012,8014.076,1236
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2013,8073.344,1530
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2014,10477.502,1785
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2015,11051.162,1978.136
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2016,12030.838,2261.1
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2017,12945.566,2542.616
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2018,14080.76,2542.616
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2019,13009.881,2538.634
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2020,14474.929,2538.701
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2021,15144.335,2948.008
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2022,17293.748,3299.414
Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2023,,3334.6
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2011,87.556,32
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2012,85.557,32
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2013,103.554,32
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2014,174.514,32
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2015,299.411,65.7
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2016,251.048,65.7
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2017,195.742,31.7
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2018,180.065,31.7
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2019,174.161,31.7
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2020,160.06,31.7
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2021,188.695,31.7
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2022,151.697,31.7
Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2023,,49.636
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2000,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2001,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2002,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2003,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2004,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2005,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2006,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2007,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2008,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2009,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2010,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2011,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2012,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2013,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2014,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2015,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2016,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2017,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2018,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2019,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2020,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2021,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2022,,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2016,66.191,17.322
Brazil,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2017,34.812,
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2000,422,14.4
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2001,660.944,14.4
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2002,711.74,14.4
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2003,637,14.4
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2004,668.953,10.2
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2005,142.619,6
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2006,44.64,6
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2007,125.303,19
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2008,88.012,25
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2009,153.345,31
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2010,50.083,19
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2011,71.139,33
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2012,92.242,36
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2013,116.499,36
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2014,201.781,38
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2015,255.598,45.404
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2016,173.492,45.404
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2017,184.762,46.533
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2018,292.853,56.579
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2019,310.848,56.579
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2020,285.68,56.579
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2021,342.741,58.579
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2022,292.288,63.579
Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2023,,71.115
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2005,27.519,8
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2006,32.269,8
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2007,28.693,8
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2008,81.307,17
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2009,80.807,25
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2010,130.56,25
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2011,114.314,25
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2012,114.838,25
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2013,117.513,25
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2014,186.351,51.397
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2015,290.187,62.897
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2016,286.332,68.747
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2017,281.07,58.8
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2018,325.708,84.912
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2019,405.411,120.412
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2020,479.94,142.772
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2021,450.203,147.185
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2022,533.71,272.147
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2023,,296.4
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2000,763,80.352
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2001,585,80.352
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2002,676.944,80.352
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2003,626,80.352
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2004,659.62,141.176
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2005,590.24,202
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2006,843.031,216
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2007,774.702,216
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2008,1525.321,253
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2009,1042.793,289
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2010,1545.83,303
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2011,1417.496,317
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2012,1467.623,322
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2013,1616.989,366
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2014,1766.011,358
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2015,1890.059,386.425
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2016,1683.537,387.6
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2017,1857.705,455.41
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2018,2034.4,442.227
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2019,1868.556,504.12
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2020,1882.384,528.12
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2021,1774.047,614.47
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2022,1705.399,725.45
Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2023,,831.766
Brazil,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2000,,
Brazil,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2001,,
Brazil,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2002,,
Brazil,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2003,,
